policyID,statecode,county
375190,FL,HIGHLANDS COUNTY
875426,FL,HIGHLANDS COUNTY
386718,FL,HIGHLANDS COUNTY
303820,FL,HIGHLANDS COUNTY
559661,FL,HIGHLANDS COUNTY
941385,FL,HIGHLANDS COUNTY
747504,FL,HIGHLANDS COUNTY
732905,FL,HIGHLANDS COUNTY
994104,FL,HIGHLANDS COUNTY
547470,FL,HIGHLANDS COUNTY
304838,FL,HIGHLANDS COUNTY
574080,FL,HIGHLANDS COUNTY
894911,FL,HIGHLANDS COUNTY
684578,FL,HIGHLANDS COUNTY
429866,FL,HIGHLANDS COUNTY
437751,FL,HIGHLANDS COUNTY
298934,FL,HIGHLANDS COUNTY
810367,FL,HIGHLANDS COUNTY
985201,FL,HIGHLANDS COUNTY
565464,FL,HIGHLANDS COUNTY
144682,FL,HIGHLANDS COUNTY
555603,FL,HIGHLANDS COUNTY
205176,FL,HIGHLANDS COUNTY
272694,FL,HIGHLANDS COUNTY
932766,FL,HIGHLANDS COUNTY
844997,FL,HIGHLANDS COUNTY
912210,FL,HIGHLANDS COUNTY
201226,FL,HIGHLANDS COUNTY
451615,FL,HIGHLANDS COUNTY
355719,FL,HIGHLANDS COUNTY
617008,FL,HIGHLANDS COUNTY
433975,FL,HIGHLANDS COUNTY
183320,FL,HIGHLANDS COUNTY
800465,FL,HIGHLANDS COUNTY
444585,FL,HIGHLANDS COUNTY
726797,FL,HIGHLANDS COUNTY
916728,FL,HIGHLANDS COUNTY
359783,FL,HIGHLANDS COUNTY
426887,FL,HIGHLANDS COUNTY
228161,FL,HIGHLANDS COUNTY
457093,FL,HIGHLANDS COUNTY
465292,FL,HIGHLANDS COUNTY
232471,FL,HIGHLANDS COUNTY
138447,FL,HIGHLANDS COUNTY
420090,FL,HIGHLANDS COUNTY
344677,FL,HIGHLANDS COUNTY
235055,FL,HIGHLANDS COUNTY
213883,FL,HIGHLANDS COUNTY
413178,FL,HIGHLANDS COUNTY
865911,FL,HIGHLANDS COUNTY
778378,FL,HIGHLANDS COUNTY
365784,FL,HIGHLANDS COUNTY
880875,FL,HIGHLANDS COUNTY
342370,FL,HIGHLANDS COUNTY
124018,FL,HIGHLANDS COUNTY
186811,FL,HIGHLANDS COUNTY
274078,FL,HIGHLANDS COUNTY
345660,FL,HIGHLANDS COUNTY
321946,FL,HIGHLANDS COUNTY
893189,FL,HIGHLANDS COUNTY
523884,FL,HIGHLANDS COUNTY
261985,FL,POLK COUNTY
454621,FL,POLK COUNTY
975923,FL,POLK COUNTY
235509,FL,POLK COUNTY
401347,FL,POLK COUNTY
342687,FL,POLK COUNTY
998223,FL,POLK COUNTY
778643,FL,POLK COUNTY
700450,FL,POLK COUNTY
807648,FL,POLK COUNTY
413363,FL,POLK COUNTY
213178,FL,POLK COUNTY
608109,FL,POLK COUNTY
312515,FL,POLK COUNTY
438111,FL,POLK COUNTY
128554,FL,POLK COUNTY
438654,FL,POLK COUNTY
396913,FL,POLK COUNTY
296244,FL,POLK COUNTY
348779,FL,POLK COUNTY
359738,FL,POLK COUNTY
235251,FL,POLK COUNTY
330011,FL,POLK COUNTY
164060,FL,POLK COUNTY
331614,FL,POLK COUNTY
936700,FL,POLK COUNTY
988331,FL,POLK COUNTY
440569,FL,POLK COUNTY
702918,FL,POLK COUNTY
178823,FL,POLK COUNTY
499132,FL,POLK COUNTY
477956,FL,POLK COUNTY
422611,FL,POLK COUNTY
993684,FL,POLK COUNTY
829417,FL,POLK COUNTY
699386,FL,POLK COUNTY
784081,FL,POLK COUNTY
314382,FL,POLK COUNTY
341271,FL,POLK COUNTY
733944,FL,POLK COUNTY
358466,FL,POLK COUNTY
959219,FL,POLK COUNTY
941027,FL,POLK COUNTY
330429,FL,POLK COUNTY
748561,FL,POLK COUNTY
829877,FL,POLK COUNTY
463329,FL,POLK COUNTY
189191,FL,POLK COUNTY
651726,FL,POLK COUNTY
521335,FL,POLK COUNTY
658317,FL,POLK COUNTY
659741,FL,POLK COUNTY
997708,FL,POLK COUNTY
687818,FL,POLK COUNTY
321453,FL,POLK COUNTY
322703,FL,POLK COUNTY
458814,FL,POLK COUNTY
766893,FL,POLK COUNTY
497314,FL,POLK COUNTY
800921,FL,POLK COUNTY
232834,FL,POLK COUNTY
422847,FL,POLK COUNTY
360315,FL,POLK COUNTY
546559,FL,HIGHLANDS COUNTY
125220,FL,HIGHLANDS COUNTY
918558,FL,HIGHLANDS COUNTY
808331,FL,HIGHLANDS COUNTY
243711,FL,HIGHLANDS COUNTY
519387,FL,HIGHLANDS COUNTY
437486,FL,HIGHLANDS COUNTY
704232,FL,POLK COUNTY
576431,FL,POLK COUNTY
629584,FL,POLK COUNTY
950123,FL,POLK COUNTY
550592,FL,POLK COUNTY
425554,FL,POLK COUNTY
461366,FL,POLK COUNTY
432006,FL,POLK COUNTY
809624,FL,POLK COUNTY
776883,FL,POLK COUNTY
685539,FL,POLK COUNTY
912915,FL,POLK COUNTY
206987,FL,POLK COUNTY
611892,FL,POLK COUNTY
734489,FL,POLK COUNTY
706430,FL,POLK COUNTY
281961,FL,POLK COUNTY
258567,FL,POLK COUNTY
670462,FL,POLK COUNTY
466746,FL,POLK COUNTY
696096,FL,POLK COUNTY
854558,FL,POLK COUNTY
890276,FL,POLK COUNTY
199988,FL,POLK COUNTY
303207,FL,POLK COUNTY
955505,FL,POLK COUNTY
787394,FL,POLK COUNTY
900329,FL,POLK COUNTY
353889,FL,POLK COUNTY
630460,FL,POLK COUNTY
650390,FL,POLK COUNTY
911479,FL,POLK COUNTY
457512,FL,POLK COUNTY
122885,FL,POLK COUNTY
249440,FL,POLK COUNTY
701366,FL,POLK COUNTY
319082,FL,POLK COUNTY
998006,FL,POLK COUNTY
161318,FL,POLK COUNTY
536177,FL,POLK COUNTY
570838,FL,POLK COUNTY
452874,FL,POLK COUNTY
636676,FL,POLK COUNTY
256055,FL,POLK COUNTY
192563,FL,POLK COUNTY
988253,FL,POLK COUNTY
958330,FL,POLK COUNTY
405701,FL,POLK COUNTY
134140,FL,POLK COUNTY
866373,FL,POLK COUNTY
352950,FL,POLK COUNTY
456276,FL,POLK COUNTY
876830,FL,POLK COUNTY
425943,FL,POLK COUNTY
815208,FL,POLK COUNTY
213504,FL,POLK COUNTY
313403,FL,POLK COUNTY
811307,FL,POLK COUNTY
394338,FL,POLK COUNTY
970158,FL,POLK COUNTY
238900,FL,POLK COUNTY
810199,FL,POLK COUNTY
735506,FL,POLK COUNTY
767381,FL,POLK COUNTY
801319,FL,POLK COUNTY
323320,FL,POLK COUNTY
179322,FL,POLK COUNTY
714929,FL,POLK COUNTY
712569,FL,POLK COUNTY
230304,FL,POLK COUNTY
334223,FL,POLK COUNTY
638818,FL,POLK COUNTY
219190,FL,POLK COUNTY
290279,FL,POLK COUNTY
628429,FL,POLK COUNTY
443626,FL,POLK COUNTY
849169,FL,POLK COUNTY
457647,FL,POLK COUNTY
131303,FL,POLK COUNTY
698564,FL,POLK COUNTY
604428,FL,POLK COUNTY
699035,FL,POLK COUNTY
979439,FL,POLK COUNTY
707586,FL,POLK COUNTY
516647,FL,POLK COUNTY
381482,FL,POLK COUNTY
408968,FL,POLK COUNTY
459343,FL,POLK COUNTY
479109,FL,HIGHLANDS COUNTY
552185,FL,HIGHLANDS COUNTY
308264,FL,HIGHLANDS COUNTY
929074,FL,HIGHLANDS COUNTY
355960,FL,HIGHLANDS COUNTY
790343,FL,HIGHLANDS COUNTY
938903,FL,HIGHLANDS COUNTY
155180,FL,HIGHLANDS COUNTY
566609,FL,HIGHLANDS COUNTY
914288,FL,HIGHLANDS COUNTY
286566,FL,HIGHLANDS COUNTY
771787,FL,HIGHLANDS COUNTY
731338,FL,HIGHLANDS COUNTY
630714,FL,HIGHLANDS COUNTY
263191,FL,HIGHLANDS COUNTY
709114,FL,HIGHLANDS COUNTY
627879,FL,HIGHLANDS COUNTY
891842,FL,HIGHLANDS COUNTY
607958,FL,HIGHLANDS COUNTY
464013,FL,HIGHLANDS COUNTY
691392,FL,HIGHLANDS COUNTY
790932,FL,HIGHLANDS COUNTY
627652,FL,HIGHLANDS COUNTY
394028,FL,HIGHLANDS COUNTY
187345,FL,HIGHLANDS COUNTY
276227,FL,HIGHLANDS COUNTY
599630,FL,HIGHLANDS COUNTY
117530,FL,HIGHLANDS COUNTY
353883,FL,HIGHLANDS COUNTY
808807,FL,HIGHLANDS COUNTY
494916,FL,HIGHLANDS COUNTY
365031,FL,HIGHLANDS COUNTY
490116,FL,HIGHLANDS COUNTY
484038,FL,HIGHLANDS COUNTY
401498,FL,HIGHLANDS COUNTY
178997,FL,HIGHLANDS COUNTY
441939,FL,HIGHLANDS COUNTY
108791,FL,HIGHLANDS COUNTY
412751,FL,HIGHLANDS COUNTY
787071,FL,HIGHLANDS COUNTY
181321,FL,HIGHLANDS COUNTY
876535,FL,HIGHLANDS COUNTY
404928,FL,HIGHLANDS COUNTY
273313,FL,HIGHLANDS COUNTY
873533,FL,HIGHLANDS COUNTY
642108,FL,HIGHLANDS COUNTY
352616,FL,HIGHLANDS COUNTY
984267,FL,HIGHLANDS COUNTY
642835,FL,HIGHLANDS COUNTY
586692,FL,HIGHLANDS COUNTY
519914,FL,HIGHLANDS COUNTY
952874,FL,HIGHLANDS COUNTY
268145,FL,HIGHLANDS COUNTY
173071,FL,HIGHLANDS COUNTY
253898,FL,HIGHLANDS COUNTY
597734,FL,HIGHLANDS COUNTY
645221,FL,HIGHLANDS COUNTY
217269,FL,HIGHLANDS COUNTY
512493,FL,HIGHLANDS COUNTY
175961,FL,HIGHLANDS COUNTY
405025,FL,HIGHLANDS COUNTY
683890,FL,HIGHLANDS COUNTY
220356,FL,HIGHLANDS COUNTY
344440,FL,HIGHLANDS COUNTY
974406,FL,HIGHLANDS COUNTY
294403,FL,HIGHLANDS COUNTY
792554,FL,HIGHLANDS COUNTY
831361,FL,HIGHLANDS COUNTY
233433,FL,HIGHLANDS COUNTY
636266,FL,HIGHLANDS COUNTY
144087,FL,HIGHLANDS COUNTY
759209,FL,HIGHLANDS COUNTY
864681,FL,HIGHLANDS COUNTY
374056,FL,HIGHLANDS COUNTY
289749,FL,HIGHLANDS COUNTY
689880,FL,HIGHLANDS COUNTY
910553,FL,HIGHLANDS COUNTY
490201,FL,HIGHLANDS COUNTY
704267,FL,HIGHLANDS COUNTY
340287,FL,HIGHLANDS COUNTY
429687,FL,HIGHLANDS COUNTY
622515,FL,HIGHLANDS COUNTY
922801,FL,HIGHLANDS COUNTY
603711,FL,HIGHLANDS COUNTY
299865,FL,HIGHLANDS COUNTY
224391,FL,HIGHLANDS COUNTY
269598,FL,HIGHLANDS COUNTY
772052,FL,HIGHLANDS COUNTY
908141,FL,HIGHLANDS COUNTY
827112,FL,HIGHLANDS COUNTY
258219,FL,HIGHLANDS COUNTY
153165,FL,HIGHLANDS COUNTY
977972,FL,HIGHLANDS COUNTY
178409,FL,HIGHLANDS COUNTY
641413,FL,HIGHLANDS COUNTY
950549,FL,HIGHLANDS COUNTY
875527,FL,HIGHLANDS COUNTY
106298,FL,HIGHLANDS COUNTY
127773,FL,HIGHLANDS COUNTY
641778,FL,HIGHLANDS COUNTY
947238,FL,HIGHLANDS COUNTY
920291,FL,HIGHLANDS COUNTY
503172,FL,HIGHLANDS COUNTY
145777,FL,HIGHLANDS COUNTY
826574,FL,HIGHLANDS COUNTY
751562,FL,HIGHLANDS COUNTY
435306,FL,HIGHLANDS COUNTY
623207,FL,HIGHLANDS COUNTY
444773,FL,HIGHLANDS COUNTY
825073,FL,HIGHLANDS COUNTY
865961,FL,HIGHLANDS COUNTY
318603,FL,HIGHLANDS COUNTY
562208,FL,HIGHLANDS COUNTY
734979,FL,HIGHLANDS COUNTY
708702,FL,HIGHLANDS COUNTY
297745,FL,HIGHLANDS COUNTY
941948,FL,HIGHLANDS COUNTY
609404,FL,HIGHLANDS COUNTY
914688,FL,HIGHLANDS COUNTY
208182,FL,HIGHLANDS COUNTY
256206,FL,HIGHLANDS COUNTY
789736,FL,HIGHLANDS COUNTY
857821,FL,HIGHLANDS COUNTY
459121,FL,HIGHLANDS COUNTY
306142,FL,HIGHLANDS COUNTY
185124,FL,HIGHLANDS COUNTY
303715,FL,HIGHLANDS COUNTY
941031,FL,HIGHLANDS COUNTY
457479,FL,HIGHLANDS COUNTY
857031,FL,HIGHLANDS COUNTY
512129,FL,HIGHLANDS COUNTY
516519,FL,HIGHLANDS COUNTY
144970,FL,HIGHLANDS COUNTY
337932,FL,HIGHLANDS COUNTY
956636,FL,HIGHLANDS COUNTY
559467,FL,HIGHLANDS COUNTY
466784,FL,HARDEE COUNTY
373797,FL,HARDEE COUNTY
323466,FL,HARDEE COUNTY
438759,FL,HARDEE COUNTY
438919,FL,HARDEE COUNTY
835519,FL,HARDEE COUNTY
377518,FL,HARDEE COUNTY
854779,FL,HARDEE COUNTY
225793,FL,HARDEE COUNTY
134141,FL,HARDEE COUNTY
902672,FL,HARDEE COUNTY
184724,FL,HARDEE COUNTY
979126,FL,HARDEE COUNTY
885261,FL,HARDEE COUNTY
513193,FL,HARDEE COUNTY
846590,FL,HARDEE COUNTY
592494,FL,HARDEE COUNTY
976434,FL,HARDEE COUNTY
746577,FL,HARDEE COUNTY
627902,FL,HARDEE COUNTY
438353,FL,HARDEE COUNTY
465070,FL,HARDEE COUNTY
506794,FL,HARDEE COUNTY
336779,FL,HARDEE COUNTY
831898,FL,HARDEE COUNTY
440305,FL,HARDEE COUNTY
937050,FL,HARDEE COUNTY
438009,FL,HARDEE COUNTY
226192,FL,HARDEE COUNTY
274225,FL,HARDEE COUNTY
722103,FL,HARDEE COUNTY
151832,FL,HARDEE COUNTY
566039,FL,HARDEE COUNTY
140092,FL,HARDEE COUNTY
367929,FL,HARDEE COUNTY
320383,FL,HIGHLANDS COUNTY
337476,FL,HIGHLANDS COUNTY
323726,FL,HIGHLANDS COUNTY
901483,FL,HIGHLANDS COUNTY
254892,FL,HIGHLANDS COUNTY
358270,FL,HIGHLANDS COUNTY
961798,FL,HIGHLANDS COUNTY
932761,FL,HIGHLANDS COUNTY
308155,FL,HIGHLANDS COUNTY
428331,FL,HIGHLANDS COUNTY
953142,FL,HIGHLANDS COUNTY
963186,FL,HIGHLANDS COUNTY
366875,FL,HIGHLANDS COUNTY
917090,FL,HIGHLANDS COUNTY
452055,FL,HIGHLANDS COUNTY
337392,FL,HIGHLANDS COUNTY
745317,FL,HIGHLANDS COUNTY
408897,FL,HIGHLANDS COUNTY
913419,FL,HIGHLANDS COUNTY
938424,FL,HIGHLANDS COUNTY
462196,FL,HIGHLANDS COUNTY
564922,FL,HIGHLANDS COUNTY
446671,FL,HIGHLANDS COUNTY
676502,FL,HIGHLANDS COUNTY
400100,FL,HIGHLANDS COUNTY
957440,FL,HIGHLANDS COUNTY
614143,FL,HIGHLANDS COUNTY
534257,FL,HIGHLANDS COUNTY
702687,FL,HIGHLANDS COUNTY
974615,FL,HIGHLANDS COUNTY
996601,FL,HIGHLANDS COUNTY
637233,FL,HIGHLANDS COUNTY
518877,FL,HIGHLANDS COUNTY
306252,FL,HIGHLANDS COUNTY
802307,FL,HIGHLANDS COUNTY
774151,FL,HIGHLANDS COUNTY
294299,FL,HIGHLANDS COUNTY
992176,FL,HIGHLANDS COUNTY
117130,FL,HIGHLANDS COUNTY
992046,FL,HIGHLANDS COUNTY
867643,FL,HIGHLANDS COUNTY
180185,FL,HIGHLANDS COUNTY
764368,FL,HIGHLANDS COUNTY
341073,FL,HIGHLANDS COUNTY
549993,FL,HIGHLANDS COUNTY
855445,FL,HIGHLANDS COUNTY
926890,FL,HIGHLANDS COUNTY
368518,FL,HIGHLANDS COUNTY
701463,FL,HIGHLANDS COUNTY
258956,FL,HIGHLANDS COUNTY
705388,FL,HIGHLANDS COUNTY
417207,FL,HIGHLANDS COUNTY
727973,FL,POLK COUNTY
872944,FL,POLK COUNTY
274275,FL,POLK COUNTY
446981,FL,POLK COUNTY
153625,FL,POLK COUNTY
894023,FL,POLK COUNTY
356648,FL,POLK COUNTY
541735,FL,POLK COUNTY
195286,FL,POLK COUNTY
167899,FL,POLK COUNTY
335734,FL,POLK COUNTY
763541,FL,POLK COUNTY
213828,FL,POLK COUNTY
667984,FL,POLK COUNTY
157510,FL,POLK COUNTY
415754,FL,POLK COUNTY
858171,FL,POLK COUNTY
885981,FL,POLK COUNTY
775426,FL,POLK COUNTY
825078,FL,POLK COUNTY
777396,FL,POLK COUNTY
327574,FL,POLK COUNTY
983935,FL,POLK COUNTY
882867,FL,POLK COUNTY
469184,FL,POLK COUNTY
566009,FL,POLK COUNTY
119565,FL,POLK COUNTY
591071,FL,POLK COUNTY
567602,FL,POLK COUNTY
603619,FL,POLK COUNTY
193510,FL,POLK COUNTY
723931,FL,POLK COUNTY
875822,FL,POLK COUNTY
890724,FL,POLK COUNTY
988524,FL,POLK COUNTY
741707,FL,POLK COUNTY
134117,FL,POLK COUNTY
258991,FL,POLK COUNTY
431089,FL,POLK COUNTY
515597,FL,POLK COUNTY
545258,FL,POLK COUNTY
455623,FL,POLK COUNTY
572740,FL,POLK COUNTY
721101,FL,POLK COUNTY
640431,FL,POLK COUNTY
138222,FL,POLK COUNTY
565751,FL,POLK COUNTY
503152,FL,POLK COUNTY
923487,FL,POLK COUNTY
706545,FL,POLK COUNTY
508294,FL,POLK COUNTY
789658,FL,POLK COUNTY
250766,FL,POLK COUNTY
103002,FL,POLK COUNTY
603200,FL,POLK COUNTY
586448,FL,POLK COUNTY
602818,FL,POLK COUNTY
843082,FL,POLK COUNTY
541042,FL,POLK COUNTY
960254,FL,POLK COUNTY
579372,FL,POLK COUNTY
838272,FL,POLK COUNTY
987484,FL,POLK COUNTY
369463,FL,POLK COUNTY
240389,FL,POLK COUNTY
137836,FL,POLK COUNTY
808305,FL,POLK COUNTY
291735,FL,POLK COUNTY
163562,FL,POLK COUNTY
317198,FL,POLK COUNTY
566414,FL,POLK COUNTY
164703,FL,POLK COUNTY
291748,FL,POLK COUNTY
647809,FL,POLK COUNTY
156445,FL,POLK COUNTY
616059,FL,POLK COUNTY
564416,FL,POLK COUNTY
749932,FL,POLK COUNTY
184597,FL,POLK COUNTY
209763,FL,POLK COUNTY
748935,FL,POLK COUNTY
844783,FL,POLK COUNTY
351852,FL,POLK COUNTY
166622,FL,POLK COUNTY
781105,FL,POLK COUNTY
592160,FL,POLK COUNTY
425679,FL,POLK COUNTY
248289,FL,POLK COUNTY
988918,FL,POLK COUNTY
386786,FL,POLK COUNTY
177007,FL,POLK COUNTY
870783,FL,POLK COUNTY
307258,FL,POLK COUNTY
394963,FL,POLK COUNTY
367122,FL,POLK COUNTY
524156,FL,POLK COUNTY
951777,FL,POLK COUNTY
431272,FL,POLK COUNTY
215144,FL,POLK COUNTY
430727,FL,POLK COUNTY
691913,FL,POLK COUNTY
552665,FL,POLK COUNTY
507560,FL,POLK COUNTY
841943,FL,POLK COUNTY
747985,FL,POLK COUNTY
883558,FL,POLK COUNTY
352557,FL,POLK COUNTY
180525,FL,POLK COUNTY
261335,FL,POLK COUNTY
905953,FL,POLK COUNTY
830496,FL,POLK COUNTY
898446,FL,POLK COUNTY
154305,FL,POLK COUNTY
171799,FL,POLK COUNTY
436308,FL,POLK COUNTY
360227,FL,POLK COUNTY
847412,FL,POLK COUNTY
165352,FL,POLK COUNTY
180266,FL,POLK COUNTY
922424,FL,POLK COUNTY
988025,FL,POLK COUNTY
882885,FL,POLK COUNTY
296655,FL,POLK COUNTY
757756,FL,POLK COUNTY
749370,FL,POLK COUNTY
519559,FL,POLK COUNTY
788091,FL,POLK COUNTY
561961,FL,POLK COUNTY
490834,FL,POLK COUNTY
920522,FL,POLK COUNTY
181545,FL,POLK COUNTY
640592,FL,POLK COUNTY
411502,FL,POLK COUNTY
601183,FL,POLK COUNTY
632680,FL,POLK COUNTY
151909,FL,POLK COUNTY
874581,FL,POLK COUNTY
930264,FL,POLK COUNTY
115760,FL,POLK COUNTY
378436,FL,POLK COUNTY
990517,FL,POLK COUNTY
678435,FL,POLK COUNTY
347972,FL,POLK COUNTY
915046,FL,POLK COUNTY
112059,FL,POLK COUNTY
307209,FL,POLK COUNTY
344419,FL,POLK COUNTY
309715,FL,POLK COUNTY
679216,FL,POLK COUNTY
677489,FL,POLK COUNTY
493807,FL,POLK COUNTY
899101,FL,POLK COUNTY
432604,FL,POLK COUNTY
408157,FL,POLK COUNTY
464042,FL,POLK COUNTY
431079,FL,POLK COUNTY
234581,FL,POLK COUNTY
731940,FL,POLK COUNTY
601787,FL,POLK COUNTY
262607,FL,POLK COUNTY
225750,FL,POLK COUNTY
690045,FL,POLK COUNTY
507465,FL,POLK COUNTY
233534,FL,POLK COUNTY
314036,FL,POLK COUNTY
822231,FL,POLK COUNTY
108976,FL,POLK COUNTY
174320,FL,POLK COUNTY
408593,FL,POLK COUNTY
924133,FL,POLK COUNTY
219050,FL,POLK COUNTY
208948,FL,POLK COUNTY
799086,FL,POLK COUNTY
775158,FL,POLK COUNTY
870965,FL,POLK COUNTY
230250,FL,POLK COUNTY
846961,FL,POLK COUNTY
340327,FL,POLK COUNTY
588572,FL,POLK COUNTY
300316,FL,POLK COUNTY
510953,FL,POLK COUNTY
777857,FL,POLK COUNTY
995940,FL,POLK COUNTY
395987,FL,POLK COUNTY
192253,FL,POLK COUNTY
919672,FL,POLK COUNTY
489298,FL,POLK COUNTY
371393,FL,POLK COUNTY
629273,FL,POLK COUNTY
327207,FL,POLK COUNTY
102983,FL,POLK COUNTY
765534,FL,POLK COUNTY
296873,FL,POLK COUNTY
712447,FL,POLK COUNTY
897610,FL,POLK COUNTY
831835,FL,POLK COUNTY
291876,FL,POLK COUNTY
736123,FL,POLK COUNTY
303637,FL,POLK COUNTY
703632,FL,POLK COUNTY
332442,FL,POLK COUNTY
555966,FL,POLK COUNTY
944918,FL,POLK COUNTY
484751,FL,POLK COUNTY
386054,FL,POLK COUNTY
598107,FL,POLK COUNTY
216204,FL,POLK COUNTY
139314,FL,POLK COUNTY
339283,FL,POLK COUNTY
383909,FL,POLK COUNTY
321471,FL,POLK COUNTY
738357,FL,POLK COUNTY
414928,FL,POLK COUNTY
956941,FL,POLK COUNTY
830281,FL,POLK COUNTY
671008,FL,POLK COUNTY
200718,FL,POLK COUNTY
159410,FL,POLK COUNTY
529695,FL,POLK COUNTY
930024,FL,POLK COUNTY
887959,FL,POLK COUNTY
569264,FL,POLK COUNTY
967568,FL,POLK COUNTY
120909,FL,POLK COUNTY
754119,FL,POLK COUNTY
225522,FL,POLK COUNTY
921444,FL,POLK COUNTY
388857,FL,POLK COUNTY
593048,FL,POLK COUNTY
128831,FL,POLK COUNTY
865339,FL,POLK COUNTY
366545,FL,POLK COUNTY
800958,FL,POLK COUNTY
619170,FL,POLK COUNTY
959648,FL,POLK COUNTY
413486,FL,POLK COUNTY
324669,FL,POLK COUNTY
853704,FL,POLK COUNTY
339273,FL,POLK COUNTY
733918,FL,POLK COUNTY
108143,FL,POLK COUNTY
837588,FL,POLK COUNTY
645322,FL,POLK COUNTY
450415,FL,POLK COUNTY
364184,FL,POLK COUNTY
922748,FL,POLK COUNTY
161767,FL,POLK COUNTY
512924,FL,POLK COUNTY
783640,FL,POLK COUNTY
245541,FL,POLK COUNTY
998218,FL,POLK COUNTY
806929,FL,POLK COUNTY
889090,FL,POLK COUNTY
756314,FL,POLK COUNTY
281888,FL,POLK COUNTY
811398,FL,POLK COUNTY
823420,FL,POLK COUNTY
222583,FL,POLK COUNTY
323151,FL,POLK COUNTY
997957,FL,POLK COUNTY
913744,FL,POLK COUNTY
665518,FL,POLK COUNTY
525267,FL,POLK COUNTY
861083,FL,POLK COUNTY
462644,FL,POLK COUNTY
834482,FL,POLK COUNTY
783071,FL,POLK COUNTY
954731,FL,POLK COUNTY
774261,FL,POLK COUNTY
660013,FL,POLK COUNTY
928685,FL,POLK COUNTY
513330,FL,POLK COUNTY
211146,FL,POLK COUNTY
793448,FL,POLK COUNTY
855244,FL,POLK COUNTY
473496,FL,POLK COUNTY
745227,FL,POLK COUNTY
145232,FL,POLK COUNTY
736742,FL,POLK COUNTY
816500,FL,POLK COUNTY
669567,FL,POLK COUNTY
617413,FL,POLK COUNTY
938920,FL,POLK COUNTY
386168,FL,POLK COUNTY
902695,FL,POLK COUNTY
230514,FL,POLK COUNTY
294295,FL,POLK COUNTY
366898,FL,POLK COUNTY
293808,FL,POLK COUNTY
985307,FL,POLK COUNTY
261090,FL,POLK COUNTY
648651,FL,POLK COUNTY
681634,FL,POLK COUNTY
772606,FL,POLK COUNTY
616509,FL,POLK COUNTY
869714,FL,POLK COUNTY
485969,FL,POLK COUNTY
849636,FL,POLK COUNTY
537876,FL,POLK COUNTY
678068,FL,POLK COUNTY
944651,FL,POLK COUNTY
607383,FL,POLK COUNTY
540380,FL,POLK COUNTY
240320,FL,POLK COUNTY
657549,FL,POLK COUNTY
901171,FL,POLK COUNTY
579878,FL,POLK COUNTY
722496,FL,POLK COUNTY
733144,FL,POLK COUNTY
888303,FL,POLK COUNTY
358641,FL,POLK COUNTY
127440,FL,POLK COUNTY
305188,FL,POLK COUNTY
143809,FL,POLK COUNTY
315853,FL,POLK COUNTY
245487,FL,POLK COUNTY
514433,FL,POLK COUNTY
140450,FL,POLK COUNTY
156348,FL,POLK COUNTY
206541,FL,POLK COUNTY
995265,FL,POLK COUNTY
807979,FL,POLK COUNTY
655958,FL,POLK COUNTY
154492,FL,POLK COUNTY
404424,FL,POLK COUNTY
160791,FL,POLK COUNTY
266026,FL,POLK COUNTY
270196,FL,POLK COUNTY
475555,FL,POLK COUNTY
418128,FL,POLK COUNTY
199274,FL,POLK COUNTY
659528,FL,POLK COUNTY
635666,FL,POLK COUNTY
995002,FL,POLK COUNTY
787816,FL,POLK COUNTY
265323,FL,POLK COUNTY
137591,FL,POLK COUNTY
752867,FL,POLK COUNTY
220198,FL,POLK COUNTY
275618,FL,POLK COUNTY
696337,FL,POLK COUNTY
272111,FL,POLK COUNTY
298382,FL,POLK COUNTY
487459,FL,POLK COUNTY
214639,FL,POLK COUNTY
894168,FL,POLK COUNTY
842742,FL,POLK COUNTY
104650,FL,POLK COUNTY
868595,FL,POLK COUNTY
576103,FL,POLK COUNTY
166286,FL,POLK COUNTY
331031,FL,POLK COUNTY
629400,FL,HARDEE COUNTY
921545,FL,HARDEE COUNTY
308486,FL,HARDEE COUNTY
900642,FL,HARDEE COUNTY
457079,FL,HARDEE COUNTY
197182,FL,HARDEE COUNTY
392666,FL,HARDEE COUNTY
984133,FL,HARDEE COUNTY
721669,FL,HARDEE COUNTY
481651,FL,HARDEE COUNTY
521704,FL,HARDEE COUNTY
490441,FL,HARDEE COUNTY
744133,FL,HARDEE COUNTY
950410,FL,HARDEE COUNTY
705650,FL,HARDEE COUNTY
360208,FL,HARDEE COUNTY
552205,FL,HARDEE COUNTY
131207,FL,HARDEE COUNTY
303591,FL,HARDEE COUNTY
512138,FL,HARDEE COUNTY
789111,FL,HARDEE COUNTY
372272,FL,HARDEE COUNTY
756382,FL,POLK COUNTY
204160,FL,POLK COUNTY
680701,FL,POLK COUNTY
776948,FL,POLK COUNTY
741587,FL,OSCEOLA COUNTY
902278,FL,POLK COUNTY
334742,FL,POLK COUNTY
526820,FL,POLK COUNTY
382056,FL,POLK COUNTY
628704,FL,POLK COUNTY
583817,FL,POLK COUNTY
590861,FL,POLK COUNTY
837862,FL,POLK COUNTY
816037,FL,POLK COUNTY
217182,FL,POLK COUNTY
684757,FL,POLK COUNTY
363684,FL,POLK COUNTY
959000,FL,POLK COUNTY
510156,FL,POLK COUNTY
459161,FL,POLK COUNTY
696358,FL,POLK COUNTY
203367,FL,POLK COUNTY
582613,FL,POLK COUNTY
